+-----------------------------+--------+----------------------------------------+
|        Professor Name       | Rating |                Subject                 |
|        Marc Stieglitz       |  1.0   |           Civil Engineering            |
|           Yong Cho          |  4.0   |           Civil Engineering            |
|       Randall Guensler      |  4.0   |           Civil Engineering            |
|          Iris Tien          |  5.0   |           Civil Engineering            |
|         Susan Burns         |  0.0   |           Civil Engineering            |
|       Brian McGreggor       |  0.0   |            Computer Science            |
|         Dima Nazzal         |  1.0   |         Industrial Engineering         |
|     Christopher Valenta     |  3.3   |         Electrical Engineering         |
|        Marta Hatzell        |  4.2   |         Mechanical Engineering         |
|       Stephen LeeUrban      |  5.0   |            Computer Science            |
|        Kristi Walker        |  0.0   |            Computer Science            |
|           Di Wang           |  2.0   |            Computer Science            |
|       Bernard Kippelen      |  5.0   |         Electrical Engineering         |
|           Ting Zhu          |  4.0   |         Mechanical Engineering         |
|          Yufeng Cao         |  0.0   |         Industrial Engineering         |
|       Suresh Sundaram       |  2.7   |         Electrical Engineering         |
|         Fumin Zhang         |  2.0   |         Electrical Engineering         |
|     Sebastian Fernandez     |  5.0   |              Mathematics               |
|       Beste Basciftci       |  0.0   |         Industrial Engineering         |
|           Dori Pap          |  3.0   |           Leadership Studies           |
|        Amelia Lambeth       |  5.0   |            Computer Science            |
|          Asif Khan          |  1.0   |         Electrical Engineering         |
|       Natashia Boland       |  4.0   |         Industrial Engineering         |
|        Andrew Adelman       |  5.0   |               Psychology               |
|       Sherie Randolph       |  4.0   |                History                 |
|         Andras Danis        |  5.0   |               Management               |
|          Yuhang Hu          |  4.0   |         Mechanical Engineering         |
|           John Luh          |  1.0   |           Civil Engineering            |
|        German Vergara       |  0.0   |               Sociology                |
|         Chad Slieper        |  0.0   |             Public Policy              |
|         Xianda Shen         |  4.0   |              Engineering               |
|      Emanuele Massetti      |  5.0   |             Public Policy              |
|      Michelle Rinehart      |  4.3   |              Architecture              |
|       Keith McGreggor       |  4.0   |            Computer Science            |
|         Lutz Warnke         |  5.0   |              Mathematics               |
|       Santosh Vempala       |  5.0   |            Computer Science            |
|         Paul Foster         |  0.0   |                Chinese                 |
|        Mikulas Fabry        |  4.0   |         International Politics         |
|         Tige Kinsey         |  5.0   |              Mathematics               |
|         Brandon Lay         |  0.0   |               Management               |
|           Koki Ho           |  5.0   |         Aerospace Engineering          |
|           Jing Hao          |  2.7   |              Mathematics               |
|           Yoav Len          |  1.6   |              Mathematics               |
|        Aaron Anderson       |  0.0   |            Computer Science            |
|         Sean Crowley        |  5.0   |            Computer Science            |
|        Zhangxian Yuan       |  3.0   |         Aerospace Engineering          |
|      Lavanya Rishishwar     |  0.0   |                Biology                 |
|        Stephen McKean       |  5.0   |              Mathematics               |
|           Tim Cope          |  4.0   |                Biology                 |
|        Allison Shimko       |  5.0   |                History                 |
|      Erna Begovic Kovac     |  5.0   |              Mathematics               |
|        Amanda Coulter       |  4.3   |        CommunicationJournalism         |
|        Justin Burkett       |  4.3   |               Economics                |
|      Tracy BootheMiller     |  0.0   |           Civil Engineering            |
|        James Cannady        |  1.0   |            Computer Science            |
|       Sucheta Ghoshal       |  2.0   |            Computer Science            |
|        Alison Shimko        |  0.0   |                History                 |
|         Xiuwei Zhang        |  3.0   |            Computer Science            |
|         YiChang Tsai        |  0.0   |           Civil Engineering            |
|          Paul Mayne         |  0.0   |           Civil Engineering            |
|       Joshua McDonald       |  5.0   |         Industrial Engineering         |
|      Dorothea Coblentz      |  5.0   |                English                 |
|          Sam Coogan         |  4.0   |           Civil Engineering            |
|       Courtney Crooks       |  4.2   |               Psychology               |
|         Julie Linsey        |  0.0   |         Mechanical Engineering         |
|          Alan Marco         |  3.0   |               Economics                |
|         John Taylor         |  0.0   |           Civil Engineering            |
|           Yun Hur           |  0.0   |               Management               |
|       Rampi Ramprasad       |  0.0   |         Materials Engineering          |
|         Qiushi Zhai         |  5.0   |             Earth Science              |
|     Esfandiar Behravesh     |  2.0   |         Biomedical Engineering         |
|         Kurt Belgum         |  5.0   |                English                 |
|       Brajesh Samarth       |  5.0   |              Linguistics               |
|          Kisun Lee          |  4.0   |              Mathematics               |
|        Deborah Abrams       |  0.0   |               Management               |
|       Timothy Holloway      |  0.0   |               Management               |
|       Anthony Harding       |  5.0   |               Economics                |
|          Hajoong Jo         |  0.0   |         Biomedical Engineering         |
|         Laura Taylor        |  4.0   |               Economics                |
|       Rachel Cummings       |  0.0   |         Industrial Engineering         |
|        Michael Polak        |  5.0   |             Public Policy              |
|          Chen Zhou          |  2.0   |         Industrial Engineering         |
|        Anna Weisling        |  4.0   | Literature, Media, &amp; Communication |
|         Lily Cheung         |  1.6   |          Chemical Engineering          |
|          Yukai Yan          |  3.0   |              Mathematics               |
|         Donggang Yao        |  5.0   |         Materials Engineering          |
|       Andriy Shapoval       |  0.0   |               Management               |
|        Samantha Petti       |  3.5   |              Mathematics               |
|       Michael Klimenco      |  0.0   |               Economics                |
|          Junqui Hu          |  1.0   |         Industrial Engineering         |
|     Karthik Ramachandran    |  0.0   |               Management               |
|         Woonhong Yeo        |  4.0   |         Mechanical Engineering         |
|         Geiguen Shin        |  1.3   |           Political Science            |
|           Junqi Hu          |  3.0   |         Industrial Engineering         |
|         Guanghui Lan        |  1.0   |         Industrial Engineering         |
|      Jonathan Beardsley     |  4.0   |              Mathematics               |
|        Thomas Orlando       |  0.0   |               Chemistry                |
|          Young Jang         |  5.0   |                Biology                 |
|       Anirban Mazumdar      |  0.0   |         Mechanical Engineering         |
|          Zvi Galil          |  0.0   |            Computer Science            |
|      Brandon Coloacuten     |  0.0   |         Aerospace Engineering          |
|          Jared Ivey         |  4.0   |         Electrical Engineering         |
|          Agniva Roy         |  4.8   |              Mathematics               |
|         Comas Haynes        |  3.0   |         Mechanical Engineering         |
|         Tony Harding        |  0.0   |               Economics                |
|        Herb Velazquez       |  4.0   |           Industrial Design            |
|        Laurie Garrow        |  4.7   |           Civil Engineering            |
|       Heather Chilton       |  4.3   |             Earth Science              |
|         Anish Menon         |  0.0   |               Accounting               |
|          Ken Barker         |  4.0   |                Physics                 |
|    Katsiaryna Siamionava    |  4.0   |   Information Technology Management    |
|      Christopher Hardy      |  0.0   |           Industrial Design            |
|         Eric Corbett        |  3.5   | Literature, Media, &amp; Communication |
|           Taka Ito          |  5.0   |             Earth Science              |
|        Stanley Broome       |  5.0   |               Management               |
|          JyeChyi Lu         |  4.0   |         Industrial Engineering         |
|         Alfred Meek         |  0.0   |             Public Policy              |
|          Nick Perez         |  4.0   |               Technology               |
|        Alessio Medda        |  1.0   |         Electrical Engineering         |
|         Youngho Yoo         |  4.8   |              Mathematics               |
|         Ceara Byrne         |  0.0   |            Computer Science            |
|      Katherine Skinner      |  3.5   |         Aerospace Engineering          |
|        Muhannad Bakir       |  5.0   |         Electrical Engineering         |
|         Ronald Arkin        |  3.0   |            Computer Science            |
|        Mayya Zhilova        |  1.0   |              Mathematics               |
|         Nathan Frank        |  5.0   |                 Music                  |
|          Derek Lee          |  0.0   | Literature, Media, &amp; Communication |
|       Smita Daftardar       |  4.0   |              Linguistics               |
|        Devesh Ranjan        |  4.5   |         Mechanical Engineering         |
|         Edward Balog        |  2.0   |                Biology                 |
|   Adrian Perez Bustamante   |  2.0   |              Mathematics               |
|           Suyun Wu          |  4.0   |               Accounting               |
|         Chungjae Lee        |  5.0   |         Industrial Engineering         |
|       Courtney Garvin       |  5.0   |           Industrial Design            |
|          John White         |  0.0   |           Industrial Design            |
|         Xiaofan Yuan        |  2.0   |              Mathematics               |
|        Gabriel Kwong        |  5.0   |         Biomedical Engineering         |
|       Stephanie Reikes      |  5.0   |              Mathematics               |
|         Michael West        |  4.0   |         Electrical Engineering         |
|        Amanda Brewer        |  0.0   |                History                 |
|        Bradford Baker       |  5.0   |               Management               |
|            Bo Kim           |  0.0   |              Linguistics               |
|          Sven Simon         |  5.0   |             Earth Science              |
|        Todd Fernandez       |  5.0   |         Biomedical Engineering         |
|         Mark Leibert        |  1.0   | Literature, Media, &amp; Communication |
|     Marguerite Matherne     |  5.0   |         Mechanical Engineering         |
|        ChingHua Huang       |  4.0   |       Environmental Engineering        |
|        Yongsheng Chen       |  2.0   |       Environmental Engineering        |
|         Ryan Sherman        |  4.0   |           Civil Engineering            |
|       William Ratcliff      |  5.0   |                Biology                 |
|         Bruce Walker        |  0.0   |               Psychology               |
|       Richard Henneman      |  0.0   |            Computer Science            |
|     Christopher Hertzog     |  0.0   |               Psychology               |
|        Amit Jariwala        |  0.0   |         Mechanical Engineering         |
|        Sangwon Leigh        |  0.0   |           Industrial Design            |
|       Emily Muntildeoz      |  0.0   |                Physics                 |
|      Shubhobrata Palit      |  0.0   |               Management               |
|        Joe Mendelson        |  5.0   |                Biology                 |
|         Joy Arulraj         |  1.0   |            Computer Science            |
|        Andrea Jonsson       |  5.0   |                 French                 |
|       Elizabeth Mynatt      |  0.0   |            Computer Science            |
|       William Warihay       |  0.0   |             Public Policy              |
|          Wuchen Li          |  4.3   |              Mathematics               |
|      Stephanie Merrick      |  0.0   |       Psychology &amp; Sociology       |
|        Toschia Hogan        |  1.0   |        Organizational Behavior         |
|     Diane Alleva Caceres    |  3.5   |               Management               |
|        Tibor Besedes        |  3.5   |               Economics                |
|         Richard Utz         |  5.0   | Literature, Media, &amp; Communication |
|       Charles Rudolph       |  4.0   |              Architecture              |
|         Leah Misemer        |  4.6   |                English                 |
|        Albert Frazier       |  3.0   |         Electrical Engineering         |
|        Kerry Wallaert       |  4.0   |         Materials Engineering          |
|       Rosario Gerhardt      |  1.8   |         Materials Engineering          |
|       Jennifer Hasler       |  1.3   |         Electrical Engineering         |
|        Chaitanya Deo        |  2.5   |          Nuclear Engineering           |
|      Nora CottilleFoley     |  5.0   |            Modern Languages            |
|         Karim Sabra         |  4.4   |         Mechanical Engineering         |
|       Angus Wilkinson       |  3.9   |               Chemistry                |
|           Wei Sun           |  5.0   |         Biomedical Engineering         |
|       Kate Pride Brown      |  4.0   |               Sociology                |
|        Robert Kirkman       |  3.1   |             Public Policy              |
|       Shuichi Takayama      |  0.0   |         Biomedical Engineering         |
|         Lisa Yaszek         |  4.7   |     English &amp; Liberal Studies      |
|         KokMeng Lee         |  3.9   |         Mechanical Engineering         |
|         Kate Kidwell        |  5.0   |               Psychology               |
|         Alice Favero        |  5.0   |             Public Policy              |
|           Min Zhou          |  4.5   |         Mechanical Engineering         |
|      Melissa Pilkington     |  4.8   |            Modern Languages            |
|        Xi Jason Kuang       |  3.9   |               Accounting               |
|            Xin Gu           |  2.0   |               Economics                |
|        Thomas Ploetz        |  0.0   |            Computer Science            |
|          Cheng Zhu          |  2.0   |         Biomedical Engineering         |
|         Minami Yoda         |  2.2   |         Mechanical Engineering         |
|        Audrey Duarte        |  2.0   |               Psychology               |
|         Jay Telotte         |  1.5   | Literature, Media, &amp; Communication |
|        Frank Hammond        |  4.0   |         Mechanical Engineering         |
|       Wade Bloomquist       |  4.3   |              Mathematics               |
|       Natasha Anthony       |  5.0   |                Russian                 |
|       Leila Aflatoony       |  2.7   |           Industrial Design            |
|        Robert Ashwill       |  3.7   |               Psychology               |
|          YeHwa Chen         |  3.2   |         Mechanical Engineering         |
|         YiChang Chen        |  2.5   |              Mathematics               |
|       Ellen Murkinson       |  5.0   |          Chemical Engineering          |
|          Diyi Yang          |  3.5   |            Computer Science            |
|           Wayne Li          |  3.3   |           Industrial Design            |
|        Mathieu Dahan        |  4.5   |         Industrial Engineering         |
|        Keith Edwards        |  3.2   |            Computer Science            |
|        John Thornton        |  5.0   | Literature, Media, &amp; Communication |
|         Tahseen Kazi        |  2.5   |         International Politics         |
|        Hang Jerry Qi        |  3.7   |         Mechanical Engineering         |
|         Carlos Silva        |  2.3   |               Chemistry                |
|         Biing Juang         |  3.0   |         Electrical Engineering         |
|       Philip Auslander      |  2.6   |                English                 |
|       Mariel Borowitz       |  3.7   |         International Politics         |
|       Manoj Deshpande       |  5.0   | Literature, Media, &amp; Communication |
|         Haomin Zhou         |  3.5   |              Mathematics               |
|       Joycelyn Wilson       |  3.2   | Literature, Media, &amp; Communication |
|          John Smith         |  4.5   |                History                 |
|        Julie Lindsey        |  0.0   |                Physics                 |
|         David Smith         |  2.6   |            Computer Science            |
|           David Hu          |  2.6   |              Mathematics               |
|        Gina Kruschek        |  2.7   | Literature, Media, &amp; Communication |
|     Parisa Yousefi Zowj     |  3.0   |         Industrial Engineering         |
|         Charles Kemp        |  4.0   |         Biomedical Engineering         |
|       David Safranski       |  4.0   |         Materials Engineering          |
|    Hector Banos Cervantes   |  4.7   |              Mathematics               |
|          David Kent         |  5.0   |            Computer Science            |
|        Michael Damron       |  4.3   |              Mathematics               |
|         Clio Andris         |  5.0   |             Urban Planning             |
|        Sudheer Chava        |  1.5   |               Management               |
|          John Wise          |  4.4   |                Physics                 |
|         Justin Chen         |  2.6   |              Mathematics               |
|         David Garton        |  3.2   |                Biology                 |
|       Paul Verhaeghen       |  4.9   |               Psychology               |
|     Ingeborg SchmidtKrey    |  4.0   |               Chemistry                |
|         Umit Catalyu        |  0.0   |            Computer Science            |
|       Umit Catalyurek       |  0.0   |            Computer Science            |
|    Athanasios Mantalaris    |  2.5   |         Biomedical Engineering         |
|         Chloe Arson         |  4.4   |           Civil Engineering            |
|        Lauren Steimle       |  5.0   |         Industrial Engineering         |
|       Milos Prvulovic       |  4.5   |            Computer Science            |
|      Alexandros Daglis      |  5.0   |            Computer Science            |
|          Jiani Zhu          |  5.0   |               Management               |
|        Jeffrey Howard       |  4.5   |                English                 |
|       Brad Rittenhouse      |  4.0   |                English                 |
|       David Devecsery       |  5.0   |            Computer Science            |
|         Richard Peng        |  4.0   |            Computer Science            |
|         Michael Loss        |  3.9   |              Mathematics               |
|            Bo Lin           |  2.0   |              Mathematics               |
|          Ari Glezer         |  3.7   |         Mechanical Engineering         |
|         Annika Orich        |  5.0   |                 German                 |
|     Karie DavisNozemack     |  4.6   |               Management               |
|          Shuyi Nie          |  3.0   |                Biology                 |
|        Robert Griffin       |  5.0   |               Literature               |
|         Sourabh Saha        |  4.5   |         Mechanical Engineering         |
|      Alexander Alexeev      |  0.0   |         Mechanical Engineering         |
|        Gregory Zinman       |  5.0   |        English  Liberal Studies        |
|         Vivek Madan         |  4.5   |            Computer Science            |
|        Haiying Huang        |  4.0   |           Civil Engineering            |
|        Tequila Harris       |  2.9   |         Mechanical Engineering         |
|         Josephine Yu        |  3.6   |              Mathematics               |
|          Sung Kang          |  3.7   |              Mathematics               |
|        Chongchun Zeng       |  2.2   |              Mathematics               |
|       Dobromir Rahnev       |  4.5   |               Psychology               |
|        Yury Chernoff        |  2.7   |                Biology                 |
|        Paul Benkeser        |  2.4   |               Biomedical               |
|         Reza Farhadi        |  4.0   |               Management               |
|     Christian CubaTorres    |  4.5   |          Chemical Engineering          |
|        Lawrence Rubin       |  4.5   |         International Politics         |
|       Rachel Whitlark       |  4.0   |         International Politics         |
|        Tingting Tong        |  4.4   |               Economics                |
|     Netanel Friedenberg     |  1.8   |              Mathematics               |
|        Joseph Le doux       |  3.8   |         Biomedical Engineering         |
|          Henry Owen         |  5.0   |         Electrical Engineering         |
|        Daniel Schiff        |  5.0   |             Public Policy              |
|         Brandy Blake        |  3.9   |                English                 |
|         David Young         |  5.0   | Literature, Media, &amp; Communication |
|         Martin Short        |  4.0   |              Mathematics               |
|         Terry Nelms         |  0.0   |            Computer Science            |
|        Travis Denton        |  0.0   | Literature, Media, &amp; Communication |
|          Allen Hyde         |  4.5   |               Sociology                |
|        Mary McDonald        |  5.0   |               Sociology                |
|       Jeffrey Streator      |  3.4   |         Mechanical Engineering         |
|         Yuanzhi Tang        |  5.0   |             Earth Science              |
|          James Wray         |  3.7   |             Earth Science              |
|   AnneFrancoise Le Lostec   |  4.0   |                 German                 |
|         Yingjie Liu         |  2.0   |              Mathematics               |
|       Kathleen Schaag       |  4.8   | Literature, Media, &amp; Communication |
|        Gregory Abowd        |  4.0   |            Computer Science            |
|       Denis Tsygankov       |  2.8   |         Biomedical Engineering         |
|        Joyelle Harris       |  2.0   |           Leadership Studies           |
|       Joseph Oefelein       |  5.0   |         Aerospace Engineering          |
|        Natalie Huang        |  4.2   |               Management               |
|          Jianbo Cui         |  3.4   |              Mathematics               |
|        Santosh Pande        |  4.0   |            Computer Science            |
|        Willie Belton        |  3.7   |               Economics                |
|         Anne Fuller         |  2.8   |               Management               |
|        John Cressler        |  4.7   |         Electrical Engineering         |
|        Daniel Weagley       |  0.0   |               Management               |
|          Neha Garg          |  3.5   |               Chemistry                |
|        Michael Lacey        |  2.6   |              Mathematics               |
|         Donald Doyle        |  2.5   |               Chemistry                |
|     Christopher Simpkins    |  3.7   |            Computer Science            |
|         James Howard        |  5.0   | Literature, Media, &amp; Communication |
|       Kenneth Knoespel      |  3.0   | Literature, Media, &amp; Communication |
|         Dana Randall        |  4.3   |            Computer Science            |
|          Bob Waters         |  4.1   |            Computer Science            |
|          Bill Leahy         |  4.1   |            Computer Science            |
|         Charles Byrd        |  5.0   |            Computer Science            |
|         Lara Martin         |  4.0   |            Computer Science            |
|           PK Yeung          |  3.9   |         Aerospace Engineering          |
|         Allan Nguyen        |  5.0   |            Computer Science            |
|        Dave Lillethun       |  3.0   |            Computer Science            |
|       Sasha Boldyreva       |  2.1   |            Computer Science            |
|         Andi Coulter        |  5.0   | Literature, Media, &amp; Communication |
|        Stephen Ruffin       |  3.3   |              Engineering               |
|          Jimeng Sun         |  0.0   |            Computer Science            |
|         Katherine Fu        |  3.8   |         Mechanical Engineering         |
|       Christopher Carr      |  0.0   |             Earth Science              |
|        Anderson Smith       |  2.3   |               Psychology               |
|        Thomas Fuller        |  5.0   |          Chemical Engineering          |
|      Clifford Lipscomb      |  5.0   |           Political Science            |
|         Thad Starner        |  4.0   |            Computer Science            |
|        Matthieu Bloch       |  5.0   |         Electrical Engineering         |
|        Christine Ries       |  2.1   |               Economics                |
|          Amy DUnger         |  4.8   |               Sociology                |
|         Preet Singh         |  3.6   |         Materials Engineering          |
|         Bonnie Ferri        |  2.1   |         Electrical Engineering         |
|         Manasa Gopal        |  0.0   |               Management               |
|         Doug Blough         |  3.7   |         Electrical Engineering         |
|         Yuhang Wang         |  0.0   |             Earth Science              |
|        Hanif Hoseini        |  4.3   |         Aerospace Engineering          |
|        Samantha Parks       |  3.3   |                Biology                 |
|         Suzanne Lee         |  3.4   |               Management               |
|         Arun Gokhale        |  2.2   |         Materials Engineering          |
|         Sara Dommer         |  4.0   |               Management               |
|         Julie Linsey        |  3.1   |              Engineering               |
|        Lakshmi Sankar       |  4.5   |              Engineering               |
|          JVR Prasad         |  4.0   |         Aerospace Engineering          |
|         James Kenney        |  4.5   |         Electrical Engineering         |
|      Tatiana Kozhanova      |  5.0   |                 French                 |
|         Nabid Farvez        |  5.0   |         Electrical Engineering         |
|       Matthew Gombolay      |  5.0   |            Computer Science            |
|         Mohit Singh         |  4.5   |         Industrial Engineering         |
|        Leon McGinnis        |  4.0   |         Industrial Engineering         |
|        Lynn Patterson       |  3.5   |           Civil Engineering            |
|       Dawn Strickland       |  5.0   |         Industrial Engineering         |
|       Joshua Kretchmer      |  0.0   |               Chemistry                |
|          Xiaoli Ma          |  2.0   |         Electrical Engineering         |
|         Kirk Bowman         |  4.5   |           Political Science            |
|        Eliza Markley        |  3.8   |         International Politics         |
|        Danielle Geary       |  4.8   |                Spanish                 |
|         FeiLing Wang        |  4.0   |         International Politics         |
|      Claire Greenstein      |  5.0   |         International Politics         |
|     Cecilia MontesAlcala    |  4.8   |            Modern Languages            |
|         Brian Hammer        |  0.0   |                Biology                 |
|        Vincent Mooney       |  0.0   |         Electrical Engineering         |
|       Steven Usselman       |  4.2   |                History                 |
|        Milton Mueller       |  4.5   |             Public Policy              |
|      Richard Catrambone     |  3.8   |               Psychology               |
|        Joseph Salyer        |  5.0   |                English                 |
|          Jake Soper         |  3.5   |               Chemistry                |
|         Chris Moore         |  5.0   |                 Music                  |
|        Mark Prausnitz       |  4.5   |          Chemical Engineering          |
|         John Blazeck        |  4.6   |          Chemical Engineering          |
|        Jonathan Lowe        |  4.7   |         Industrial Engineering         |
|           Qi Wang           |  3.8   | Literature, Media, &amp; Communication |
|         Peter Swire         |  5.0   |             Public Policy              |
|      Jaroslaw Rossignac     |  3.4   |            Computer Science            |
|    Hayri Dortdivanlioglu    |  0.0   |              Architecture              |
|       Jennifer Curtis       |  3.1   |                Physics                 |
|        Willie Pearson       |  3.5   |               Sociology                |
|           Yao Yao           |  4.6   |              Mathematics               |
|       Roman Grigoriev       |  4.0   |                Physics                 |
|       Federico Bonetto      |  1.7   |              Mathematics               |
|        JungHwan Park        |  3.5   |              Mathematics               |
|         Daniel Dench        |  0.0   |               Economics                |
|          Seung Lee          |  0.0   |               Economics                |
|       Elizabeth LeRud       |  5.0   |                English                 |
|      Peter Loutzenhiser     |  2.7   |         Mechanical Engineering         |
|       Kamran Paynabar       |  4.5   |         Industrial Engineering         |
|        Gordon Stuber        |  3.9   |         Electrical Engineering         |
|       Ayanna Cummings       |  4.5   |               Psychology               |
|        Anjali Bohlken       |  4.0   |           Political Science            |
|    Brendan Saltaformaggio   |  4.7   |         Electrical Engineering         |
|         Doug Bodner         |  4.4   |         Industrial Engineering         |
|      John Papastavridis     |  1.6   |         Mechanical Engineering         |
|       Timothy Brothres      |  5.0   |         Electrical Engineering         |
|           Dong Qin          |  3.7   |         Materials Engineering          |
|        Justin Biddle        |  4.5   |             Public Policy              |
|         Carl Johnson        |  1.0   |         Aerospace Engineering          |
|         Colin Parker        |  2.8   |                Physics                 |
|        Robert Meyers        |  4.0   |               Management               |
|         Jan Uelzmann        |  4.6   |                 German                 |
|          Bert Bras          |  1.0   |         Mechanical Engineering         |
|        Jenny McGuire        |  3.3   |                Biology                 |
|          Lisa Marks         |  5.0   |           Industrial Design            |
|          Enlu Zhou          |  3.3   |         Industrial Engineering         |
|         Brian German        |  4.8   |           Aerospace Studies            |
|      Danielle Willkens      |  2.3   |              Architecture              |
|         Deven Desai         |  4.7   |               Management               |
|   Marius Florin Niculescu   |  4.5   |   Information Technology Management    |
|         John McCuan         |  2.5   |              Mathematics               |
|        Daniel Phelps        |  4.0   | Literature, Media, &amp; Communication |
|       Satomi Chenoweth      |  4.3   |                Japanese                |
|        Marissa Loving       |  4.8   |              Mathematics               |
|           Ann Teh           |  4.2   |             Health Science             |
|        Krishan Ahuja        |  4.1   |         Aerospace Engineering          |
|      Alexandra Muscalus     |  5.0   |           Civil Engineering            |
|       Anant Paravastu       |  3.7   |          Chemical Engineering          |
|      Alexandra Edwards      |  4.2   |                English                 |
|          HyounA Joo         |  5.0   |                 German                 |
|       Katherine Koppe       |  4.2   |                 German                 |
|           Hui Zhu           |  4.2   |               Chemistry                |
|       Galyna Livshyts       |  2.4   |              Mathematics               |
|        Claire Berger        |  2.4   |                Physics                 |
|       Henry La Pierre       |  3.2   |               Chemistry                |
|       Martin Maldovan       |  0.0   |          Chemical Engineering          |
|        Alena Alamgir        |  0.0   |         Materials Engineering          |
|       Matthew McDowell      |  5.0   |         Materials Engineering          |
|         Chris Martin        |  0.0   |         Biomedical Engineering         |
|       Daniel Matisoff       |  3.3   |           Political Science            |
|        Jesse McDaniel       |  2.5   |               Chemistry                |
|    Phanish Suryanarayana    |  2.7   |              Engineering               |
|        Himani Sharma        |  0.0   |         Materials Engineering          |
|      Marisabel Marratt      |  2.0   |              Architecture              |
|        Daniel Molzahn       |  5.0   |         Electrical Engineering         |
|      Kathryn Holmstrom      |  1.3   |               Accounting               |
|       Christina Ragan       |  5.0   |                Science                 |
|         Mary Holder         |  3.1   |               Psychology               |
|         Brian Gunter        |  3.7   |         Aerospace Engineering          |
|        Susana Morris        |  5.0   |               Literature               |
|         Monica Sweat        |  3.9   |            Computer Science            |
|       Yanni Loukissas       |  3.1   |               Literature               |
|       Jessica Roberts       |  5.0   |            Computer Science            |
|          Taesoo Kim         |  3.0   |            Computer Science            |
|          Matt Baker         |  5.0   |              Mathematics               |
|        Masato Kikuchi       |  5.0   |                Japanese                |
|        Vikrant Kamble       |  2.0   |               Economics                |
|          Liang Han          |  3.7   |                Biology                 |
|        Jennifer Glass       |  4.3   |             Earth Science              |
|        Saba Colakoglu       |  3.3   |               Management               |
|        Sashank Varma        |  4.0   |            Computer Science            |
|         Amy Bruckman        |  5.0   |            Computer Science            |
|        Allen Robinson       |  3.6   |         Electrical Engineering         |
|         William Hunt        |  3.8   |         Electrical Engineering         |
|       Aaron Lanterman       |  4.1   |              Engineering               |
|        Stuart Graham        |  2.8   |               Management               |
|          Jung Choi          |  3.4   |                Biology                 |
|      Thomas DiChristina     |  0.0   |                Biology                 |
|          Wasif Khan         |  0.0   |         Electrical Engineering         |
|         Amit Prasad         |  4.0   |        History &amp; Sociology         |
|        Adjo Amekudzi        |  4.0   |           Civil Engineering            |
|        Annalise Paaby       |  3.8   |                Biology                 |
|           Xing Xie          |  5.0   |       Environmental Engineering        |
|         Alonzo Whyte        |  4.5   |                Biology                 |
|        Valeria Milam        |  3.6   |         Materials Engineering          |
|       Courtney Hoffman      |  4.2   |                English                 |
|        Benjamin Diden       |  4.8   |                 Music                  |
|        Martha Grover        |  2.0   |          Chemical Engineering          |
|         Aaron Levine        |  4.1   |             Public Policy              |
|       Johannes Leisen       |  3.0   |         Biomedical Engineering         |
|         Andre Calmon        |  5.0   |               Management               |
|        Krystina Madej       |  2.6   |        English  Liberal Studies        |
|         Ahmed Ahmed         |  5.0   |                 Arabic                 |
|         Rick Thomas         |  4.3   |               Psychology               |
|         Blake Leland        |  3.9   |               Literature               |
|         Bohong Cheng        |  5.0   |            Computer Science            |
|        Whitney Buser        |  3.0   |               Economics                |
|        Daniel Spieler       |  2.6   |               Psychology               |
|        David Rocklin        |  3.5   |                Physics                 |
|       Mirjana Brockett      |  3.7   |                Biology                 |
|         Howard Weiss        |  5.0   |               Psychology               |
|        David Schimmel       |  3.1   |         Electrical Engineering         |
|         Mimi Ensley         |  4.8   |                English                 |
|         Larry Jacobs        |  4.8   |              Engineering               |
|      Levent Degertekin      |  2.7   |         Electrical Engineering         |
|           Thang Le          |  3.1   |              Mathematics               |
|        Marilyn Smith        |  2.9   |              Engineering               |
|          Harold Kim         |  4.3   |                Physics                 |
|            Xu Chu           |  0.0   |            Computer Science            |
|       Vijay Madisetti       |  2.8   |         Electrical Engineering         |
|        Adam Steinberg       |  3.6   |         Aerospace Engineering          |
|        Ellery Ingall        |  4.4   |             Earth Science              |
|         Aaron Hansen        |  4.5   |            Computer Science            |
|      Heinrich Matzinger     |  4.0   |              Mathematics               |
|       Hassan Attarchi       |  3.7   |              Mathematics               |
|        Colin Harrison       |  4.4   |                Biology                 |
|       Sotira Yiacoumi       |  4.4   |           Civil Engineering            |
|         Joseph Scott        |  4.0   |          Chemical Engineering          |
|        Maribeth Gandy       |  4.0   |            Computer Science            |
|          Greg Turk          |  4.5   |            Computer Science            |
|       Jennifer Whitlow      |  4.7   |            Computer Science            |
|         Eric Vigoda         |  4.5   |            Computer Science            |
|           Hao Liu           |  2.7   |              Mathematics               |
|          Sheng Dai          |  4.7   |           Civil Engineering            |
|         Karen Feigh         |  3.4   |           Aerospace Studies            |
|     Aleksandra Starcevic    |  5.0   |                 German                 |
|          BeiBei Liu         |  4.0   |              Mathematics               |
|          Yang Wang          |  3.0   |           Civil Engineering            |
|         Donald White        |  3.0   |           Civil Engineering            |
|        Abdul Zureick        |  3.0   |           Civil Engineering            |
|        Lauren Stewart       |  4.7   |           Civil Engineering            |
|      Robert Rosenberger     |  4.6   |             Public Policy              |
|          Ian Bogost         |  2.1   |            Computer Science            |
|    Konstantinos Arvanitis   |  2.8   |         Mechanical Engineering         |
|        Chance McColl        |  5.0   |         Aerospace Engineering          |
